longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,house_prices
-119.08,34.34,23.0,3065.0,723.0,2042.0,698.0,2.7593,<1H OCEAN,179167.23
-118.1,34.08,21.0,1349.0,352.0,1188.0,330.0,2.5,<1H OCEAN,179199.98
-120.37,36.13,10.0,2522.0,533.0,1335.0,493.0,3.2639,INLAND,79345.91
-118.08,33.97,36.0,1678.0,323.0,1380.0,352.0,3.5481,<1H OCEAN,163410.88
-118.21,33.93,33.0,2739.0,801.0,3423.0,741.0,2.2847,<1H OCEAN,140737.44
-119.69,36.46,29.0,1702.0,301.0,914.0,280.0,2.8125,INLAND,83248.555
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,NEAR BAY,106093.01
-124.23,40.54,52.0,2694.0,453.0,1152.0,435.0,3.0806,NEAR OCEAN,117962.05
-117.15,34.03,26.0,5305.0,701.0,1818.0,676.0,6.1461,INLAND,210701.33
-122.46,37.77,52.0,1824.0,388.0,799.0,363.0,3.75,NEAR BAY,388344.75
-118.28,33.99,52.0,1283.0,342.0,1363.0,329.0,2.5848,<1H OCEAN,121060.266
-118.19,33.91,43.0,1531.0,357.0,1509.0,376.0,2.6354,<1H OCEAN,125075.61
-118.07,34.0,37.0,2976.0,636.0,2117.0,598.0,4.1058,<1H OCEAN,185943.0
-119.53,37.34,26.0,4047.0,702.0,571.0,199.0,2.3482,INLAND,122979.36
-122.01,37.53,19.0,4572.0,712.0,2346.0,709.0,6.0667,NEAR BAY,274666.47
-118.31,33.98,52.0,1607.0,331.0,900.0,295.0,3.5982,<1H OCEAN,159343.97
-117.99,33.98,18.0,8399.0,1144.0,3727.0,1107.0,6.9695,<1H OCEAN,361221.0
-118.2,33.95,35.0,1924.0,520.0,2101.0,541.0,2.4267,<1H OCEAN,155607.0
-119.78,36.78,31.0,2164.0,456.0,959.0,463.0,2.3293,INLAND,75324.234
-120.59,37.39,16.0,4717.0,1119.0,3589.0,1017.0,2.1061,INLAND,72156.47
-118.12,34.06,23.0,1190.0,347.0,965.0,327.0,2.2261,<1H OCEAN,185572.64
-117.29,34.09,24.0,1451.0,387.0,1178.0,330.0,1.1806,INLAND,71526.7
-117.67,33.67,5.0,10534.0,2035.0,4656.0,1863.0,5.7797,<1H OCEAN,253356.11
-118.03,34.05,36.0,1345.0,331.0,1511.0,309.0,3.5129,<1H OCEAN,163659.78
-121.29,38.65,27.0,2744.0,464.0,1340.0,452.0,3.8816,INLAND,132831.84
-121.88,37.44,26.0,1471.0,348.0,1089.0,320.0,5.3057,<1H OCEAN,214547.42
-118.13,34.21,36.0,1449.0,235.0,621.0,210.0,6.1824,INLAND,285147.44
-117.53,33.97,29.0,1430.0,273.0,872.0,283.0,4.0833,INLAND,147944.5
-121.14,37.7,29.0,1343.0,223.0,751.0,225.0,3.2391,INLAND,132814.08
-121.23,37.94,20.0,268.0,78.0,77.0,49.0,1.125,INLAND,83846.11
-120.96,37.64,36.0,60.0,12.0,51.0,14.0,3.625,INLAND,192730.0
-122.45,37.79,52.0,1734.0,482.0,731.0,429.0,1.4804,NEAR BAY,345594.8
-119.14,36.29,36.0,788.0,181.0,405.0,180.0,1.47,INLAND,59127.676
-119.27,34.26,23.0,3578.0,753.0,1455.0,649.0,4.1898,NEAR OCEAN,290304.6
-117.97,33.72,24.0,2991.0,500.0,1437.0,453.0,5.4286,<1H OCEAN,269728.06
-120.84,35.32,17.0,4197.0,802.0,1656.0,732.0,3.526,NEAR OCEAN,269770.66
-121.36,38.73,21.0,2253.0,416.0,1050.0,411.0,3.141,INLAND,115814.59
-118.29,34.03,22.0,3313.0,1235.0,2381.0,1063.0,0.7473,<1H OCEAN,241119.3
-121.76,41.5,31.0,602.0,153.0,112.0,47.0,1.0667,INLAND,77993.05
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,NEAR BAY,348576.12
-122.13,37.69,34.0,1131.0,278.0,560.0,237.0,2.875,NEAR BAY,173264.97
-122.05,37.11,39.0,1065.0,248.0,497.0,208.0,4.5972,NEAR OCEAN,265736.12
-118.13,34.01,43.0,782.0,207.0,827.0,223.0,3.1538,<1H OCEAN,163771.58
-117.24,33.19,19.0,1569.0,351.0,1035.0,352.0,2.9191,<1H OCEAN,163183.86
-122.15,37.75,40.0,1445.0,256.0,849.0,255.0,3.8913,NEAR BAY,148290.84
-118.49,34.43,15.0,8244.0,1409.0,4453.0,1357.0,5.4829,<1H OCEAN,240474.11
-117.09,32.58,12.0,2565.0,567.0,1785.0,545.0,3.0273,NEAR OCEAN,139973.7
-121.23,37.99,38.0,523.0,80.0,226.0,72.0,5.5693,INLAND,196352.89
-121.89,37.33,49.0,658.0,318.0,467.0,316.0,0.7068,<1H OCEAN,249780.9
-124.14,40.59,22.0,1665.0,405.0,826.0,382.0,1.5625,NEAR OCEAN,92515.78
-118.47,34.14,34.0,3646.0,610.0,1390.0,607.0,7.629,<1H OCEAN,492362.44
-122.44,37.79,52.0,1817.0,535.0,800.0,487.0,3.975,NEAR BAY,465277.94
-117.21,32.82,31.0,2035.0,383.0,866.0,360.0,3.8529,NEAR OCEAN,238132.28
-122.48,37.73,52.0,1597.0,240.0,566.0,231.0,5.1681,NEAR OCEAN,372596.47
-118.93,36.19,30.0,2685.0,546.0,951.0,523.0,2.6184,INLAND,95134.58
-118.18,34.09,44.0,1688.0,426.0,1605.0,384.0,3.3785,<1H OCEAN,161706.47
-118.32,34.19,37.0,589.0,119.0,375.0,122.0,3.3897,<1H OCEAN,210510.31
-118.35,33.95,45.0,1076.0,213.0,781.0,238.0,3.95,<1H OCEAN,159977.58
-118.58,34.22,35.0,2560.0,441.0,1428.0,468.0,5.6345,<1H OCEAN,246293.36
-121.62,36.63,52.0,1437.0,298.0,836.0,257.0,3.6286,<1H OCEAN,195400.45
-121.52,38.59,35.0,6418.0,1545.0,3814.0,1496.0,1.6647,INLAND,96062.83
-118.28,33.99,46.0,2577.0,703.0,2446.0,687.0,1.275,<1H OCEAN,93973.55
-118.24,33.98,37.0,1196.0,364.0,1622.0,327.0,2.125,<1H OCEAN,107825.77
-119.32,36.19,11.0,1281.0,291.0,861.0,313.0,1.0962,INLAND,64367.11
-117.96,33.81,34.0,1941.0,356.0,1021.0,339.0,4.4663,<1H OCEAN,210695.83
-122.79,38.5,18.0,4839.0,918.0,2755.0,841.0,3.75,<1H OCEAN,169041.05
-117.5,34.12,2.0,11965.0,1802.0,4436.0,1296.0,5.285,INLAND,209466.97
-117.13,32.75,50.0,1476.0,354.0,698.0,354.0,3.0,NEAR OCEAN,202352.11
-121.34,38.0,32.0,3877.0,687.0,1642.0,647.0,4.0444,INLAND,161028.12
-117.06,32.57,25.0,1268.0,282.0,991.0,299.0,3.0284,NEAR OCEAN,126917.02
-117.64,34.07,30.0,2787.0,713.0,2647.0,693.0,2.2765,INLAND,113276.51
-117.29,34.17,35.0,4174.0,847.0,2127.0,778.0,3.2232,INLAND,103531.8
-118.49,34.05,42.0,1918.0,216.0,632.0,224.0,15.0001,<1H OCEAN,512684.12
-121.32,38.68,25.0,1252.0,207.0,587.0,217.0,3.5893,INLAND,114468.836
-118.1,34.01,29.0,2077.0,564.0,2087.0,543.0,2.66,<1H OCEAN,157557.12
-122.41,37.74,52.0,831.0,175.0,415.0,159.0,1.9464,NEAR BAY,201627.95
-122.0,37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,<1H OCEAN,470743.47
-121.84,37.27,16.0,2429.0,387.0,1293.0,363.0,5.5,<1H OCEAN,231088.08
-116.92,32.81,23.0,2668.0,528.0,1510.0,524.0,3.3669,<1H OCEAN,148090.86
-118.19,33.92,36.0,1356.0,314.0,1469.0,300.0,2.0785,<1H OCEAN,104995.87
-122.07,37.99,28.0,3310.0,574.0,1811.0,597.0,4.5401,NEAR BAY,168595.05
-122.16,37.75,24.0,1790.0,454.0,1137.0,386.0,2.537,NEAR BAY,125769.53
-122.32,37.96,34.0,2070.0,357.0,784.0,294.0,4.0417,NEAR BAY,211687.34
-121.31,37.98,47.0,3386.0,663.0,1228.0,619.0,3.0625,INLAND,118695.24
-118.12,33.87,21.0,3764.0,1081.0,1919.0,977.0,2.5057,<1H OCEAN,199704.16
-117.73,34.12,26.0,1279.0,163.0,412.0,157.0,6.1731,INLAND,266244.25
-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,<1H OCEAN,213214.06
-118.29,33.98,44.0,2261.0,555.0,1348.0,455.0,1.9125,<1H OCEAN,109719.0
-117.95,33.86,35.0,2478.0,431.0,1333.0,427.0,5.2099,<1H OCEAN,218935.58
-120.74,37.33,30.0,2390.0,470.0,1409.0,428.0,2.1484,INLAND,86791.28
-117.67,33.61,23.0,3588.0,577.0,1695.0,569.0,6.1401,<1H OCEAN,259624.03
-120.63,35.13,16.0,2680.0,704.0,975.0,619.0,1.7878,<1H OCEAN,217603.5
-122.11,37.7,29.0,1298.0,306.0,835.0,338.0,2.3274,NEAR BAY,145987.58
-118.25,33.94,37.0,1002.0,270.0,1092.0,273.0,1.6333,<1H OCEAN,92347.75
-118.37,33.84,35.0,1792.0,322.0,978.0,326.0,4.9583,<1H OCEAN,328886.94
-118.22,34.05,34.0,1113.0,,928.0,290.0,3.1654,<1H OCEAN,159308.25
-118.34,34.04,42.0,2010.0,494.0,1203.0,427.0,1.9408,<1H OCEAN,157841.9
-118.02,34.06,26.0,2929.0,970.0,3792.0,817.0,2.2577,<1H OCEAN,180171.86
-119.79,36.78,38.0,1912.0,456.0,1131.0,408.0,2.03,INLAND,54080.285
-120.04,36.95,36.0,1528.0,347.0,1334.0,304.0,1.3594,INLAND,54422.25
-117.12,32.73,52.0,3976.0,718.0,1750.0,769.0,3.4151,NEAR OCEAN,232207.98
-118.53,34.2,33.0,3270.0,818.0,2118.0,763.0,3.225,<1H OCEAN,216817.14
-118.33,33.98,32.0,1784.0,489.0,1472.0,476.0,1.6477,<1H OCEAN,136973.61
-118.37,33.88,44.0,1325.0,245.0,669.0,253.0,4.4211,<1H OCEAN,310001.2
-120.85,37.51,5.0,2899.0,745.0,1593.0,633.0,2.2292,INLAND,119783.67
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,NEAR BAY,174441.72
-118.45,34.26,35.0,1724.0,311.0,992.0,315.0,4.8359,<1H OCEAN,197716.66
-116.98,34.07,21.0,739.0,125.0,199.0,82.0,4.8958,INLAND,161635.23
-122.45,37.67,36.0,1664.0,326.0,963.0,322.0,4.7813,NEAR OCEAN,260104.0
-123.01,38.8,21.0,360.0,96.0,131.0,74.0,3.5156,<1H OCEAN,169277.67
-121.88,36.96,18.0,6355.0,1100.0,2304.0,972.0,6.0281,NEAR OCEAN,376455.16
-117.07,32.56,9.0,3648.0,895.0,3293.0,840.0,3.0992,NEAR OCEAN,133061.42
-117.96,34.09,30.0,2686.0,613.0,2477.0,573.0,3.4427,INLAND,133977.2
-120.84,37.51,8.0,1191.0,242.0,688.0,260.0,2.7243,INLAND,117682.43
-118.27,34.11,39.0,3825.0,916.0,1378.0,746.0,4.4094,<1H OCEAN,390821.7
-117.08,32.7,36.0,2103.0,390.0,1279.0,392.0,2.4135,NEAR OCEAN,122593.836
-117.04,32.62,27.0,1710.0,282.0,1089.0,297.0,4.6793,NEAR OCEAN,133799.02
-119.45,36.09,18.0,408.0,82.0,253.0,75.0,2.0313,INLAND,102783.63
-117.58,33.92,16.0,4157.0,586.0,2036.0,594.0,6.155,INLAND,223900.94
-122.11,37.67,32.0,3028.0,811.0,2037.0,703.0,3.0645,NEAR BAY,171743.3
-121.96,38.54,6.0,1485.0,318.0,894.0,308.0,3.2222,INLAND,147908.67
-118.39,34.06,43.0,1879.0,397.0,873.0,382.0,3.8158,<1H OCEAN,399288.44
-118.3,33.95,36.0,1786.0,418.0,1367.0,393.0,1.5078,<1H OCEAN,102909.0
-118.44,34.19,29.0,1599.0,459.0,1143.0,438.0,2.4583,<1H OCEAN,189367.39
-118.09,33.79,31.0,4231.0,617.0,1694.0,623.0,6.6312,<1H OCEAN,338120.47
-117.86,33.88,19.0,1621.0,328.0,871.0,322.0,3.7361,<1H OCEAN,210564.34
-117.07,32.64,38.0,1486.0,269.0,745.0,295.0,4.6477,NEAR OCEAN,208018.39
-117.18,32.82,25.0,1756.0,301.0,722.0,312.0,4.5625,NEAR OCEAN,235664.17
-119.29,36.33,19.0,792.0,232.0,641.0,222.0,0.7445,INLAND,53564.805
-121.48,38.49,26.0,3165.0,806.0,2447.0,752.0,1.5908,INLAND,65610.945
-117.05,32.58,25.0,2185.0,370.0,1558.0,369.0,5.3072,NEAR OCEAN,161741.86
-121.13,39.31,17.0,3442.0,705.0,1693.0,619.0,2.8102,INLAND,128064.336
-118.41,34.09,37.0,2716.0,302.0,809.0,291.0,15.0001,<1H OCEAN,501578.56
-123.84,39.83,19.0,1461.0,340.0,515.0,227.0,1.5278,NEAR OCEAN,97791.3
-122.7,38.44,35.0,1304.0,343.0,822.0,304.0,3.2935,<1H OCEAN,168857.66
-117.92,33.61,23.0,1808.0,408.0,539.0,300.0,3.5682,<1H OCEAN,340346.22
-118.21,33.92,41.0,1722.0,363.0,1432.0,326.0,3.2976,<1H OCEAN,133353.88
-117.67,34.04,16.0,3260.0,501.0,1973.0,535.0,4.6563,INLAND,156064.81
-117.18,32.7,42.0,1691.0,286.0,761.0,281.0,5.1386,NEAR OCEAN,384811.47
-121.89,37.3,52.0,2071.0,362.0,825.0,364.0,4.2414,<1H OCEAN,316950.03
-121.65,36.7,29.0,4964.0,1056.0,2773.0,1036.0,3.0827,<1H OCEAN,169939.34
-119.63,36.64,33.0,1036.0,181.0,620.0,174.0,3.4107,INLAND,91599.68
-117.87,33.88,25.0,1808.0,440.0,1342.0,454.0,3.025,<1H OCEAN,180205.84
-119.59,37.39,19.0,3273.0,611.0,1164.0,481.0,3.5446,INLAND,147160.53
-120.97,37.65,16.0,3960.0,716.0,1776.0,724.0,3.9886,INLAND,180897.7
-117.27,33.03,25.0,1787.0,311.0,1108.0,311.0,3.9826,NEAR OCEAN,228287.62
-117.9,33.6,25.0,2465.0,585.0,906.0,472.0,3.6538,<1H OCEAN,330387.9
-119.32,36.3,14.0,1680.0,343.0,931.0,350.0,2.7336,INLAND,78658.71
-118.31,34.05,42.0,443.0,223.0,582.0,223.0,2.2937,<1H OCEAN,191491.19
-117.07,32.58,25.0,1607.0,280.0,899.0,260.0,3.8194,NEAR OCEAN,129087.9
-122.27,38.29,36.0,1446.0,306.0,678.0,295.0,2.8409,NEAR BAY,164712.56
-122.67,38.44,29.0,2551.0,448.0,1165.0,456.0,4.3587,<1H OCEAN,219313.25
-122.35,40.68,36.0,1822.0,449.0,930.0,399.0,1.3801,INLAND,58497.22
-118.34,34.16,44.0,1717.0,391.0,848.0,353.0,3.6111,<1H OCEAN,276633.25
-122.39,37.58,36.0,6026.0,852.0,2314.0,892.0,7.8997,NEAR OCEAN,453641.4
-119.46,36.6,18.0,1404.0,226.0,754.0,229.0,3.9844,INLAND,112452.09
-117.39,33.95,35.0,3306.0,680.0,1742.0,673.0,3.7109,INLAND,126998.72
-121.59,39.74,17.0,1646.0,330.0,750.0,344.0,2.3798,INLAND,100843.94
-122.67,38.43,17.0,1804.0,304.0,750.0,298.0,4.5588,<1H OCEAN,252676.19
-117.14,32.7,36.0,633.0,148.0,557.0,139.0,1.5729,NEAR OCEAN,98599.1
-118.21,33.82,33.0,1278.0,311.0,1157.0,320.0,3.5054,NEAR OCEAN,171923.75
-122.31,37.92,30.0,1014.0,236.0,537.0,204.0,2.8456,NEAR BAY,157646.38
-122.45,37.63,28.0,4946.0,848.0,2683.0,824.0,5.748,NEAR OCEAN,305322.25
-118.41,34.25,36.0,1146.0,259.0,1173.0,272.0,3.6016,<1H OCEAN,153044.52
-117.15,32.78,25.0,1577.0,266.0,611.0,284.0,5.25,NEAR OCEAN,192756.33
-122.12,37.28,21.0,349.0,64.0,149.0,56.0,5.8691,<1H OCEAN,383273.75
-121.33,38.63,23.0,1947.0,409.0,866.0,400.0,2.7181,INLAND,128471.17
-121.28,37.92,30.0,1061.0,230.0,851.0,195.0,2.4412,INLAND,83811.75
-118.34,33.9,37.0,542.0,105.0,355.0,118.0,5.5133,<1H OCEAN,223572.98
-118.0,33.76,26.0,1876.0,455.0,1499.0,436.0,2.925,<1H OCEAN,174793.95
-118.42,34.28,34.0,1999.0,427.0,2391.0,439.0,2.8,<1H OCEAN,143545.45
-122.06,37.96,10.0,7136.0,1691.0,2959.0,1507.0,3.9816,NEAR BAY,205732.84
-121.36,38.55,33.0,1191.0,198.0,554.0,191.0,2.8021,INLAND,110773.56
-121.77,38.76,32.0,1950.0,385.0,1145.0,363.0,2.8365,INLAND,106638.49
-121.84,37.38,33.0,835.0,181.0,781.0,169.0,5.1082,<1H OCEAN,198914.39
-118.01,33.76,26.0,2141.0,597.0,2038.0,585.0,2.2981,<1H OCEAN,163876.45
-118.39,33.99,32.0,2612.0,418.0,1030.0,402.0,6.603,<1H OCEAN,453445.12
-122.1,37.66,33.0,1954.0,464.0,1293.0,448.0,3.0489,NEAR BAY,161900.62
-117.37,34.07,52.0,50.0,9.0,60.0,16.0,4.125,INLAND,192717.03
-117.1,32.71,25.0,939.0,247.0,1003.0,240.0,1.75,NEAR OCEAN,97373.36
-120.58,38.77,21.0,1661.0,406.0,789.0,319.0,2.3583,INLAND,111390.64
-116.9,34.25,16.0,3018.0,523.0,556.0,244.0,3.5288,INLAND,173503.28
-119.33,36.22,9.0,3748.0,644.0,1955.0,620.0,4.2011,INLAND,97538.09
-121.27,37.87,34.0,1010.0,206.0,678.0,234.0,2.9531,INLAND,122101.92
-118.04,33.96,42.0,1430.0,338.0,1269.0,321.0,3.3214,<1H OCEAN,158110.73
-117.91,33.91,32.0,1530.0,301.0,666.0,276.0,4.125,<1H OCEAN,239257.42
-117.79,34.11,18.0,3814.0,721.0,1881.0,692.0,4.4722,INLAND,196851.53
-122.17,37.75,38.0,992.0,,732.0,259.0,1.6196,NEAR BAY,98686.88
-118.35,33.8,32.0,1434.0,296.0,672.0,285.0,4.875,<1H OCEAN,333012.66
-122.32,40.42,17.0,3019.0,578.0,1538.0,545.0,2.793,INLAND,92669.96
-122.03,36.96,28.0,1607.0,421.0,926.0,385.0,2.425,NEAR OCEAN,215813.98
-122.27,37.9,52.0,2079.0,273.0,684.0,275.0,7.9556,NEAR BAY,414553.9
-117.27,34.11,44.0,567.0,134.0,565.0,150.0,1.8281,INLAND,77293.945
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,NEAR BAY,148833.61
-118.45,34.12,20.0,10722.0,1617.0,3731.0,1511.0,9.7449,<1H OCEAN,537386.75
-122.25,37.87,42.0,1756.0,465.0,2184.0,422.0,2.5562,NEAR BAY,245296.33
-122.09,37.64,32.0,1578.0,284.0,836.0,292.0,3.9063,NEAR BAY,192783.2
-118.44,34.15,37.0,1335.0,286.0,539.0,279.0,3.2813,<1H OCEAN,358415.28
-118.06,34.16,34.0,2297.0,419.0,909.0,412.0,4.8214,INLAND,330486.66
-118.0,33.68,12.0,5241.0,985.0,2048.0,943.0,6.4858,<1H OCEAN,377381.22
-118.32,34.0,50.0,2189.0,460.0,1097.0,469.0,2.4583,<1H OCEAN,142992.16
-122.13,37.74,41.0,4400.0,666.0,1476.0,648.0,5.0,NEAR BAY,270825.94
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,<1H OCEAN,212382.83
-120.85,37.55,45.0,350.0,62.0,187.0,63.0,2.5938,INLAND,146433.66
-117.32,33.8,11.0,3196.0,576.0,1757.0,552.0,4.0982,INLAND,147048.25
-122.1,37.68,37.0,2116.0,503.0,1109.0,448.0,2.535,NEAR BAY,161487.89
-117.64,33.48,12.0,2007.0,397.0,1033.0,373.0,5.6754,<1H OCEAN,256505.92
-121.75,37.11,18.0,3167.0,,1414.0,482.0,6.8773,<1H OCEAN,330002.4
-121.89,37.29,36.0,2959.0,529.0,1125.0,520.0,4.2614,<1H OCEAN,314483.62
-117.67,34.09,17.0,4418.0,1256.0,2417.0,1094.0,2.7266,INLAND,119309.53
-117.92,33.83,6.0,3136.0,990.0,1894.0,859.0,2.5564,<1H OCEAN,188834.62
-118.19,34.05,37.0,349.0,79.0,276.0,64.0,3.2125,<1H OCEAN,169566.77
-117.07,33.07,8.0,2756.0,343.0,1045.0,340.0,8.5957,<1H OCEAN,354600.75
-120.95,37.6,35.0,1493.0,278.0,729.0,268.0,2.9821,INLAND,111967.164
-117.31,34.15,34.0,2037.0,385.0,1195.0,391.0,3.9231,INLAND,93176.414
-118.5,34.02,28.0,5109.0,1482.0,2313.0,1451.0,3.3266,<1H OCEAN,418469.5
-118.27,34.16,45.0,1865.0,360.0,973.0,349.0,3.6587,<1H OCEAN,237565.83
-122.02,37.87,14.0,3056.0,369.0,1209.0,377.0,8.4352,NEAR BAY,425835.4
-118.28,34.04,24.0,1283.0,545.0,1932.0,516.0,1.2969,<1H OCEAN,189418.3
-121.76,36.92,20.0,2687.0,637.0,2154.0,610.0,2.6434,<1H OCEAN,178402.9
-122.03,37.96,20.0,2636.0,691.0,1142.0,627.0,2.1083,NEAR BAY,158409.2
-120.66,35.46,17.0,3748.0,609.0,1860.0,612.0,4.5179,<1H OCEAN,198749.52
-120.76,38.12,7.0,7188.0,1288.0,3175.0,1115.0,3.8488,INLAND,147963.56
-121.96,37.1,20.0,922.0,155.0,361.0,135.0,6.3617,<1H OCEAN,344869.94
-122.16,37.7,36.0,1719.0,303.0,836.0,311.0,4.4375,NEAR BAY,190936.92
-118.55,34.19,18.0,5862.0,,3161.0,1280.0,3.1106,<1H OCEAN,218682.17
-121.98,37.96,12.0,5048.0,1122.0,2209.0,1014.0,3.1573,INLAND,159646.72
-117.9,34.02,15.0,14058.0,2486.0,8997.0,2497.0,5.0704,<1H OCEAN,242006.42
-117.09,32.64,19.0,2571.0,791.0,1205.0,783.0,1.62,NEAR OCEAN,141862.73
-120.9,38.2,16.0,3120.0,641.0,1319.0,526.0,2.0472,INLAND,113746.23
-120.93,37.72,18.0,391.0,71.0,247.0,71.0,4.3864,INLAND,165794.64
-120.39,37.96,10.0,2554.0,501.0,922.0,439.0,2.1094,INLAND,111241.63
-118.25,33.96,43.0,1876.0,454.0,1571.0,458.0,2.0323,<1H OCEAN,106907.54
-117.05,32.75,36.0,2024.0,,1030.0,390.0,3.8233,NEAR OCEAN,137954.05
-117.08,33.16,11.0,6341.0,1030.0,2697.0,977.0,4.8554,<1H OCEAN,238450.2
-120.25,36.65,31.0,1177.0,221.0,744.0,223.0,2.4937,INLAND,68710.81
-118.12,33.94,33.0,2394.0,576.0,1166.0,548.0,2.7317,<1H OCEAN,212475.64
-118.45,34.44,16.0,13406.0,2574.0,7030.0,2440.0,4.6861,<1H OCEAN,190891.95
-117.97,34.05,36.0,931.0,160.0,746.0,201.0,3.1667,<1H OCEAN,153978.44
-117.87,33.84,23.0,1678.0,369.0,912.0,347.0,4.5,<1H OCEAN,213902.08
-121.09,40.3,15.0,1717.0,336.0,501.0,206.0,3.6477,INLAND,129583.77
-118.23,34.65,17.0,1827.0,348.0,766.0,335.0,3.5673,INLAND,159135.58
-118.3,33.94,36.0,2041.0,531.0,1390.0,464.0,2.0114,<1H OCEAN,116320.234
-118.12,33.81,36.0,2565.0,458.0,1155.0,443.0,4.6087,<1H OCEAN,249260.5
-116.95,33.78,24.0,3409.0,804.0,1939.0,739.0,1.7303,INLAND,84352.164
-117.82,33.88,18.0,1982.0,300.0,1027.0,324.0,7.0526,<1H OCEAN,280172.0
-124.27,40.69,36.0,2349.0,528.0,1194.0,465.0,2.5179,NEAR OCEAN,83870.66
-118.01,33.9,26.0,2968.0,674.0,1655.0,628.0,4.6094,<1H OCEAN,212101.33
-117.37,33.95,32.0,2215.0,351.0,771.0,311.0,4.3542,INLAND,159318.83
-118.35,33.98,47.0,2512.0,461.0,1082.0,426.0,3.8235,<1H OCEAN,217301.64
-119.73,34.41,29.0,1769.0,297.0,703.0,269.0,4.4375,NEAR OCEAN,324920.7
-118.24,34.15,45.0,1235.0,271.0,499.0,263.0,3.1435,<1H OCEAN,260105.02
-121.94,37.0,32.0,2210.0,426.0,1082.0,396.0,4.1587,NEAR OCEAN,291462.62
-121.99,38.48,17.0,1824.0,348.0,934.0,305.0,4.6719,INLAND,181859.36
-116.32,34.1,10.0,4256.0,861.0,1403.0,686.0,2.6618,INLAND,74953.44
-117.13,32.92,16.0,1565.0,257.0,893.0,239.0,5.5036,<1H OCEAN,184590.86
-117.86,33.79,42.0,1024.0,191.0,483.0,187.0,4.105,<1H OCEAN,203165.36
-117.02,32.76,40.0,2523.0,488.0,976.0,470.0,3.11,<1H OCEAN,210004.19
-119.49,36.58,21.0,2106.0,410.0,867.0,380.0,1.9913,INLAND,90755.555
-118.17,34.04,45.0,911.0,238.0,1005.0,229.0,2.8167,<1H OCEAN,140966.31
-117.2,32.79,31.0,3417.0,533.0,1245.0,532.0,4.7788,NEAR OCEAN,277563.66
-117.09,32.75,30.0,1899.0,546.0,1620.0,493.0,1.6034,NEAR OCEAN,93143.17
-117.25,34.13,37.0,2498.0,472.0,1291.0,487.0,3.0,INLAND,111279.9
-117.14,32.7,32.0,1280.0,353.0,1335.0,330.0,1.6023,NEAR OCEAN,107363.836
-122.23,37.82,52.0,1611.0,203.0,556.0,179.0,8.7477,NEAR BAY,414707.88
-121.42,38.65,21.0,2274.0,495.0,1157.0,445.0,2.098,INLAND,97136.63
-124.15,40.81,50.0,340.0,74.0,235.0,83.0,1.75,NEAR OCEAN,141076.58
-117.36,33.92,7.0,9376.0,1181.0,3570.0,1107.0,8.5326,INLAND,331358.12
-118.28,33.8,38.0,1471.0,329.0,1207.0,335.0,4.0,<1H OCEAN,176707.36
-122.9,39.23,39.0,1295.0,240.0,534.0,179.0,3.9519,INLAND,111610.21
-117.86,33.75,5.0,187.0,49.0,207.0,51.0,1.8,<1H OCEAN,347514.16
-118.41,34.14,33.0,778.0,143.0,258.0,130.0,5.738,<1H OCEAN,426725.88
-118.3,34.07,46.0,5677.0,2610.0,7443.0,2406.0,1.8238,<1H OCEAN,215344.11
-118.39,34.09,28.0,2347.0,608.0,785.0,548.0,4.4167,<1H OCEAN,417827.0
-121.65,36.66,30.0,3745.0,767.0,1762.0,748.0,3.2355,<1H OCEAN,193854.08
-118.41,33.98,33.0,3331.0,777.0,1695.0,735.0,3.9727,<1H OCEAN,369057.3
-117.18,34.06,52.0,954.0,233.0,533.0,239.0,1.3021,INLAND,87424.04
-119.31,36.32,23.0,2945.0,592.0,1419.0,532.0,2.5733,INLAND,79523.87
-120.85,37.77,20.0,651.0,157.0,421.0,151.0,2.0833,INLAND,105742.734
-118.46,34.05,25.0,4077.0,1151.0,1719.0,1017.0,3.7721,<1H OCEAN,458025.03
-119.76,36.73,46.0,1347.0,282.0,854.0,267.0,1.8723,INLAND,55440.28
-117.58,33.87,34.0,1511.0,272.0,773.0,265.0,3.5313,INLAND,146151.33
-122.08,37.68,26.0,2607.0,682.0,1401.0,607.0,2.6563,NEAR BAY,174114.31
-121.9,37.66,18.0,7397.0,1137.0,3126.0,1115.0,6.4994,INLAND,311046.88
-121.96,37.34,18.0,4438.0,939.0,1901.0,895.0,5.3873,<1H OCEAN,323486.62
-117.89,33.78,16.0,6352.0,1747.0,5085.0,1649.0,2.8835,<1H OCEAN,160958.25
-121.32,36.43,22.0,2927.0,637.0,2546.0,618.0,2.7153,<1H OCEAN,125077.83
-123.15,38.94,22.0,2163.0,436.0,1048.0,358.0,2.7171,<1H OCEAN,119192.76
-121.15,39.0,15.0,4145.0,691.0,1872.0,680.0,4.3553,INLAND,172804.28
